ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุบ้านควน,บ้านควน,หลังสวน,ชุมพร,,077-505722,077-505722,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุพะโต๊ะ,พะโต๊ะ,พะโต๊ะ,ชุมพร,,077-539072,077-539072,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุละแม,ละแม,ละแม,ชุมพร,,077-587383,077-587383,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุในควน,ในควน,ย่านตาขาว,ตรัง,,075-576215,075-576215,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุแหลมสอม,แหลมสอม,ปะเหลียม,ตรัง,,"075-576444 
082-424001",075-576444,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุควนกุน,กะลาเส,สิเกา,ตรัง,,"075-293001-2 
083-1844459",075-293001,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุวังมะปรางเหนือ,วังมะปรางเหนือ,วังวิเศษ,ตรัง,,"075-262230
081-8946370",075-262230,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุละมอ,ละมอ,นาโยง,ตรัง,,"075-574100
088- 7846008",075-574100,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุคลองชีล้อม,คลองชีล้อม,กันดัง,ตรัง,,0-7529-0868,"0-7529-0868
",,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุหาดสำราญ,หาดสำราญ,หาดสำราญ,ตรัง,,"075-208060
081-0821586",075-208060,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุหนองช้างแล่น,หนองช้างแล่น,ห้วยยอด,ตรัง,,"089-7279727
075-271676",075-271676,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุเมืองปากพูน,ปากพูน,เมืองนครศรีธรรมราช,นครศรีธรรมราช,,075-744131,075-744131,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุเมืองปากพนัง,ปากพนัง,ปากพนัง,นครศรีธรรมราช,,075-517313,075-517313,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุนางหลง,นางหลง,ชะอวด,นครศรีธรรมราช,,075-476129,075-476129,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุบ้านเกาะ,บ้านเกาะ,พรหมคีรี,นครศรีธรรมราช,,075-354819,075-354819,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุอบต.ทรายขาว,ทรายขาว,หัวไทร,นครศรีธรรมราช,,075-766521 ต่อ2,075-766521,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุท่าศาลา,ท่าศาลา,ท่าศาลา,นครศรีธรรมราช,,075-330474,075-330474,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุถ้ำพรรณรา,ถ้ำพรรณรา,ถ้ำพรรณรา,นครศรีธรรมราช,,075-306020,075-306020,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุหัวไทร,หัวไทร,หัวไทร,นครศรีธรรมราช,,075-389504 ต่อ 11,075-389504 ,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุเมืองทุ่งสง,ทุ่งสง,ทุ่งสง,นครศรีธรรมราช,,"075-411342-3, 
075-411515",075-411515,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุเทพราช,เทพราช,สิชล,นครศรีธรรมราช,,075-753110,075-753110,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุอ่าวขนอม,อ่าวขนอม,ขนอม,นครศรีธรรมราช,,075-528432, 075-528432,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุท่าขนาน,ท่าขนาน,เชียรใหญ่,นครศรีธรรมราช,,075-350558,075-350558,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุนาเชลียง,นาเขลียง,ฉวาง,นครศรีธรรมราช,,075-520428,075-520428,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุกุแหระ,กุแหระ,ทุ่งใหญ่,นครศรีธรรมราช,,075-354850,075-354850,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุเขาชุมทอง,ควนเกย,ร่อนพิบูลย์,นครศรีธรรมราช,,"075-449291, 
075-449454",075-44929,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุขุนทะเล,ขุนทะเล,ลานสกา,นครศรีธรรมราช,,"075-374842 ,
075-764597",075-374842,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุนาบอน,นาบอน,นาบอน,นครศรีธรรมราช,,075-491539-40,075-491539,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุพิปูน,พิปูน,พิปูน,นครศรีธรรมราช,,075-372338,075-372338,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุบ้านลำนาว,บ้านลำนาว,บางขัน,นครศรีธรรมราช,,075-371318,075-371318,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุนาหมอบุญ,นาหมอบุญ,จุฬาภรณ์,นครศรีธรรมราช,,075-308109,.075-308109,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุทางพูน,ทางพูน,เฉลิมพระเกียรติ ,นครศรีธรรมราช,,"075-477775, 
075-361174",075-477775,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุสวนขัน,สวนขัน,ช้างกลาง,นครศรีธรรมราช,,075-361174,075-361174 ต่อ18,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุนาเหรง,นาเหรง,นบพิตำ,นครศรีธรรมราช,,"075-752111-2, 
075-352113",075-752111,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุกำแพงเซา,กำแพงเซา,เมืองนครศรีธรรมราช,นครศรีธรรมราช,,075-377581,075-377581,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุนาทราย,นาทราย,เมืองนครศรีธรรมราช,นครศรีธรรมราช,,075-764101,075-764101,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุท่าซัก,ท่าซัก,เมืองนครศรีธรรมราช,นครศรีธรรมราช,,"075-318920 , 
075-44669",075-318920,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุลำภู,ลำภู,เมืองนราธิวาส,นราธิวาส,,073-542623,073-542623,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุพร่อน,พร่อน,ตากใบ,นราธิวาส,,073-581713,073-581713,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุเมืองสุไหงโกลก,สุไหงโก-ลก,สุไหงโก-ลก,นราธิวาส,,073-611004,073-614005,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุกาเยาะมาตี,กาเยาะมาตี,บาเจาะ,นราธิวาส,,073-563170,073-563170,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุตันหยงมัส,ตันหยงมัส,ระแงะ,นราธิวาส,,073-671364,073-671364,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุสุไหงปาดี,สุไหงปาดี,สุไหงปาดี,นราธิวาส,,073-653-055,073-653-055,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุบูกิต,บูกิต,เจาะไอร้อง,นราธิวาส,,073-515533,073-515533,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุจะแนะ,จะแนะ,จะแนะ,นราธิวาส,,073-543520,073-543520,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุสุคิริน,สุคิริน,สุคิริน,นราธิวาส,,073-511666,073-511666,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุจอเบาะ,จอเบาะ,ยี่งอ,นราธิวาส,,073-590006,073-590006,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุตะมะยูง,ตะมะยูง,ศรีสาคร,นราธิวาส,,073-572386,073-572386,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุสามัคคี,สามัคคี,รือเสาะ,นราธิวาส,,073-571860,073-571860,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุแว้ง,แว้ง,แว้ง,นราธิวาส,,073-659393,073-659393,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุทต.รูสะมิแล,รูสะมิแล,เมืองปัตตานี,ปัตตานี,,073-460190  ,073-460173,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุเขาตูม,เขาตูม,ยะรัง,ปัตตานี,,"089-7361075,
073-418072", 073-418073,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุยามู,ยามู,ยะหริ่ง,ปัตตานี,,073-491081,073-491081,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุตะลุบัน,ตะลุบัน,,ปัตตานี,,073-411015,073-411015,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุยาบี,ยาบี,หนองจิก,ปัตตานี,,"084-8587269,
073-335524 ",073-335524 ,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุตะโละแมะนา,ตะโละแมะนา,ทุ่งยางแดง,ปัตตานี,,"073-321024 ,
089-9784005 ",073-321024 ,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุปล่องหอย,ปล่องหอย,กะพ้อ,ปัตตานี,,"089-8764469,
073-335741",073-335741,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุควน,ควน,ปะนาเระ,ปัตตานี,,"073-485256 ,
081-9905350",073-485256,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุไทรทอง,ไทรทอง,ไม้แก่น,ปัตตานี,,"073-481077 ,
085-0779291",073-481077,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุตรัง,ตรัง,มายอ,ปัตตานี,,"073-473050, 
087-2882066",073-473050,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุม่วงเตี้ย,ม่วงเตี้ย,แม่ลาน,ปัตตานี,,"073-421328 ,
081-0993418",073-421328,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุโคกโพธิ์ ทต.มะกรูด,มะกรูด,โคกโพธิ์,ปัตตานี,,"073-432006 ต่อ19 
089-8774765",073-432006,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุทรายขาว **,ทรายขาว,โคกโพธิ์,ปัตตานี,,073-358554,073-358554,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุนบปริง,นบปริง,เมืองพังงา,พังงา,,076-450907,076-450907,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุโคกเจริญ,โคกเจริญ,ทับปุด,พังงา,,076-442068,076-442068,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุบางวัน,บางวัน,คุระบุรี,พังงา,,076-488619,076-488619,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุลำภี,ลำภี,ท้ายเหมือง,พังงา,,077-222397,077-222397,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุทุ่งมะพร้าว **,ทุ่งมะพร้าว,ท้ายเหมือง,พังงา,,"076-445217-8,
076-445217-8",076-445217-8,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุท่านา,ท่านา,กะปง,พังงา,,076-499131,076-499131,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุเกาะยาวน้อย,เกาะยาวน้อย,เกาะยาว,พังงา,,"076-597324 ,
076-597095","076-597324 ,
076-597095",,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุกะไหล,กะไหล,ตะกั่วทุ่ง,พังงา,,"076-451282 , 
076-451287","076-451282 ,
076-451287",,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุตะกั่วป่า,ตะกั่วป่า,ตะกั่วป่า,พังงา,,"076-421322, 
076-421788",076-424524,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุควนมะพร้าว,ควนมะพร้าว,เมืองพัทลุง,พัทลุง,,074-843536,074-843536,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุโตนดด้วน,โตนดด้วน,ควนขนุน,พัทลุง,,"081-0949456, 
074-682189",074-682189,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุมะกอกเหนือ,มะกอกเหนือ,ควนขนุน,พัทลุง,,074-672291,074-672291,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุแม่ชรี,แม่ขรี,ตะโหมด,พัทลุง,,074-695326,074-695654,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุเขาหัวช้าง,ตะโหมด,ตะโหมด,พัทลุง,,074-632153,074-632153,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุป่าพะยอม,ป่าพะยอม,ป่าพะยอม,พัทลุง,,074-624444,074-624444 ต่อ15,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุโคกสัก,โคกสัก,บางแก้ว,พัทลุง,,074-697188,074-697188,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุป่าบอน,หนองธง,ป่าบอน,พัทลุง,,074-841563-5,074-625427,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุลำสินธุ์,ลำสินธุ์,ศรีนครินทร์,พัทลุง,,074-843191,074-843192,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุชะรัต,ชะรัด,กงหรา,พัทลุง,,074-841927,074-841928,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุเขาชัยสน,เขาชัยสน,เขาชัยสน,พัทลุง,,074-691181,074-691320 ต่อ20,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุเขาย่า,เขาย่า,ศรีบรรพต,พัทลุง,,074-689291,074-689291 ต่อ16,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุหารเทา,หารเทา,ปากพะยูน,พัทลุง,,074-676098,074-676098,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุฉลอง,ฉลอง,เมืองภูเก็ต,ภูเก็ต,,076-282255,076-282255,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุวิชิต,วิชิต,เมืองภูเก็ต,ภูเก็ต,,076-525100,076-525100,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุเกาะแก้ว,เกาะแก้ว,เมืองภูเก็ต,ภูเก็ต,,076-239263 ต่อ16  ,076-239263 ต่อ15,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุไม้ขาว,ไม้ขาว,ถลาง,ภูเก็ต,,076-348201,076-348201,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุกมลา,กมลา,กะทู้,ภูเก็ต,,076-385640-1,076-385640,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุยุโป,ยุโป,เมืองยะลา,ยะลา,,"084-7502779 ,
073-270084",073-270084,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุท่าสาป,ท่าสา,เมืองยะลา,ยะลา,,073-253427,073-253427,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุถ้ำทะลุ,ถ้ำทะลุ,บันนังสตา,ยะลา,,073-261007,073-261007,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุตาชี,ตาชี,ยะหา,ยะลา,,073-271015,073-271015,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุเมืองรามันห์,กายูบอเกา,รามัน,ยะลา,,"089-4648490,
073-295088",073-295088,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุบาละ,บาละ,กาบัง,ยะลา,,"086-2927014 ,
073-239065",073-239065,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุคีรีเขต,คีรีเขต,ธารโต,ยะลา,,073-206038 ต่อ 16,073-206038,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุปุโรง,ปุโรง,กรงปินัง,ยะลา,,073-238268,073-238268,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุเมืองเบตง,เบตง,เบตง,ยะลา,,"087-9104094 , 
073-245616",073-245616,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุนาคา,นาคา,สุขสำราญ,ระนอง,,077-824154,077-824154,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุหาดส้มแป้น,หาดส้มแป้น,เมืองระนอง,ระนอง,,077-812059,077-812059,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุเขานิเวศน์,เขานิเวศน์,เมืองระนอง,ระนอง,,077-812059,077-812059,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุละอุ่น,ละอุ่น,ละอุ่น,ระนอง,,077-899014 ,077-899105,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุน้ำจืดน้อย,น้ำจืดน้อย,กระบุรี,ระนอง,,077-891656 ,077-891656 ,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุกะเปอร์,กะเปอร์,กะเปอร์,ระนอง,,"077-897015 ,
077-897028",077-897134,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุบ้านขาว,บ้านขาว,ระโนด,สงขลา,,074-396782,074-396782,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุชุมพล,ชุมพล,สทิงพระ,สงขลา,,074-304223 ,074-486050,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุเชิงแส,เชิงแส,แระแสสินธุ์,สงขลา,,074-399012,074-399012,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุควนเนียง,รัตภูมิ,ควนเนียง,สงขลา,,074-386003,074-386003,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุท่าชะมวง,ท่าชะมวง,รัตนภูมิ,สงขลา,,074-430305,074-430305,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุทุ่งลาน,ทุ่งลาน,คลองหอยโข่ง,สงขลา,,074-242452-3,074-242452,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุน้ำน้อย,น้ำน้อย,หาดใหญ่,สงขลา,,074-583301,074-583301,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุพิจิตร,พิจิตร,นาหม่อม,สงขลา,,074-593713,074-593713,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุนาทวี,นาทวี,นาทวี,สงขลา,,074-371538,074-371538,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุเทพา,เทพา,เทพา,สงขลา,,074-376372,074-376372,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุสะบ้าย้อย,สะบ้าย้อย,สะบ้าย้อย,สงขลา,,074-377199 ,074-377188,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุเมืองเขารูปช้าง,เขารูปช้าง,เมืองสงขลา,สงขลา,,074-336791-4,074-336791,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุฉลุง,ฉลุง,เมืองสตูล,สตูล,,074-799567,074-799567,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุเขาขาว,เขาขาว,ละงู,สตูล,,074-775596,074-775596,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุทุ่งหว้า,ทุ่งหว้า,ทุ่งหว้า,สตูล,,074-789110,074-789110,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุท่าเรือ,ท่าเรือ,ท่าแพ,สตูล,,"074-751606, 
074-787295",074-787295,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุควนสตอ,ควนสตอ,ควนโดน,สตูล,,074-735345,074-735345,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุอุใดเจริญ,อุใดเจริญ,ควนกาหลง,สตูล,,074-775080,074-775080,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุนิคมพัฒนา,นิคมพัฒนา,มะนัง,สตูล,,074-752539,074-752539,,,,,,,,,,,,,,,,,,,
ศูนย์พัฒนาคุณภาพชีวิตและส่งเสริมอาชีพผู้สูงอายุวัดประดู่,วัดประดู่,เมืองสุราษฎร์ธานี,สุราษฎร์ธานี,,077-200855,077-200855,,,,,,,,,,,,,,,,,,,
